,id,room_type,price,calculated_host_listings_count,host_response_time,host_response_rate,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cleaning_fee,cancellation_policy,Wifi,Heating,Kitchen,Essentials,Washer,Smoke detector,Hangers,Hair dryer,TV,Iron,Shampoo,Laptop friendly workspace,Hot water,Elevator,Family/kid friendly,Internet,Dryer,Refrigerator,Bed linens,Dishes and silverware,Cable TV,Cooking basics,Coffee maker
223,151020,0,100,1,3,100,1,4,1.0,1.0,2.0,4,40.0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0
224,151898,0,55,1,1,80,1,4,1.0,2.0,2.0,4,35.0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
225,151935,0,88,2,3,90,1,2,1.0,1.0,1.0,4,20.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
227,153674,0,80,1,3,100,1,4,1.0,1.0,3.0,4,50.0,3,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1
228,154292,0,65,1,2,100,1,2,1.0,1.0,1.0,4,25.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
229,154984,1,40,5,1,76,1,6,1.0,1.0,1.0,3,20.0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
230,155072,1,40,5,1,76,1,6,1.0,1.0,1.0,4,20.0,3,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0
232,156309,0,80,1,1,100,1,2,1.0,1.0,1.0,4,30.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
235,157524,0,230,79,1,65,1,6,1.0,2.0,4.0,4,90.0,3,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
238,160220,0,65,1,3,100,1,2,1.0,1.0,1.0,3,20.0,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
239,160554,1,60,1,3,100,21,1,1.0,1.0,1.0,4,5.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
242,162163,0,59,2,3,88,1,4,1.0,1.0,2.0,4,29.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
243,163384,1,40,5,1,76,1,6,1.0,1.0,1.0,4,20.0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
244,164203,0,85,1,3,100,1,3,1.0,2.0,2.0,4,45.0,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0
245,164255,0,69,1,3,100,1,4,1.0,1.0,1.0,4,25.0,3,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
246,165409,0,89,1,1,100,1,2,1.0,0.0,2.0,4,15.0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
247,166370,0,160,1,2,80,1,4,1.0,2.0,2.0,4,40.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
248,166679,0,100,1,3,100,1,2,1.0,1.0,1.0,4,50.0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
250,168652,0,65,1,2,100,1,2,1.0,1.0,1.0,4,20.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0
251,168695,0,25,1,2,100,1,1,0.5,1.0,1.0,3,40.0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
252,168757,0,120,2,3,100,1,3,1.0,1.0,2.0,4,50.0,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
253,169050,1,59,3,3,100,6,1,0.5,0.0,1.0,4,20.0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
254,170327,1,38,1,1,50,1,2,1.0,1.0,1.0,4,40.0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
256,171159,0,60,1,3,100,1,2,1.0,1.0,1.0,4,20.0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
260,173294,0,60,1,1,90,1,2,1.5,1.0,0.0,4,35.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
262,174048,0,60,1,1,58,1,2,1.0,1.0,1.0,4,20.0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
263,174629,0,130,1,2,100,1,4,1.0,2.0,2.0,4,40.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
264,175338,0,150,1,1,100,1,2,1.0,1.0,1.0,4,0.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
265,177838,0,150,1,1,100,1,4,1.0,2.0,2.0,4,80.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
266,177892,0,56,1,3,100,1,2,1.0,1.0,2.0,4,25.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
267,178188,0,69,1,1,100,1,2,1.0,1.0,1.0,4,35.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0
268,178899,0,100,1,2,100,1,2,1.0,1.0,1.0,4,40.0,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
271,179817,0,88,3,2,100,1,5,1.0,1.0,3.0,1,50.0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
273,180348,0,86,1,1,80,1,2,1.0,0.0,1.0,4,50.0,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1
274,180627,0,220,40,3,100,1,6,2.0,2.0,5.0,4,100.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
275,180950,0,59,1,2,90,1,2,1.0,1.0,1.0,4,35.0,3,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
276,182744,0,130,1,2,100,1,4,2.0,2.0,2.0,4,45.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
277,182830,1,74,3,3,100,6,1,1.0,1.0,1.0,4,20.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
280,184031,0,30,1,3,100,1,2,1.0,1.0,1.0,4,50.0,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
281,185068,0,85,1,2,100,1,2,1.0,2.0,2.0,4,10.0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
282,185575,0,75,1,3,100,6,2,1.0,1.0,1.0,4,60.0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
283,185842,1,65,1,3,100,2,2,0.0,1.0,1.0,4,10.0,3,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1
286,189378,1,30,2,3,100,1,2,1.0,1.0,1.0,4,20.0,3,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
291,192540,1,55,1,3,100,1,2,1.0,1.0,1.0,4,30.0,3,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1
293,193627,0,105,2,3,100,1,2,1.0,1.0,1.0,4,38.0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0
294,193632,0,95,2,3,100,1,2,1.0,0.0,0.0,4,30.0,3,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
295,195564,0,45,1,1,80,1,4,1.5,1.0,2.0,4,10.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0
296,195927,0,300,2,1,80,1,4,2.5,2.0,2.0,4,36.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
297,197609,0,190,40,3,100,1,3,1.0,1.0,2.0,4,90.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0
298,197763,0,300,1,3,100,16,3,1.0,2.0,2.0,4,75.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
300,200845,0,76,1,2,100,1,2,1.0,1.0,1.0,4,117.0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0
301,200859,0,225,79,1,65,1,4,1.0,2.0,3.0,4,80.0,3,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1
303,202782,0,99,1,2,100,1,3,1.0,1.0,2.0,4,20.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
304,203116,0,172,5,3,100,1,6,2.0,2.0,2.0,4,100.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
305,205140,1,85,2,1,100,2,2,1.0,1.0,1.0,4,25.0,3,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
308,208080,0,160,1,2,100,1,6,1.0,2.0,3.0,4,50.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
309,209025,0,550,1,2,100,1,4,1.0,3.0,3.0,4,60.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
310,212853,0,129,1,3,100,1,2,1.0,1.0,1.0,4,55.0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
312,213667,0,110,1,3,100,1,4,1.0,1.0,2.0,4,60.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
314,214217,0,189,16,3,98,1,4,1.0,1.0,2.0,4,68.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
315,214578,1,60,1,2,100,6,2,1.0,1.0,1.0,4,20.0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
317,215638,0,70,1,2,100,1,2,1.5,1.0,1.0,3,55.0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
318,215756,0,97,1,2,100,1,3,1.0,1.0,3.0,4,65.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
321,218836,0,73,40,3,100,1,4,1.0,1.0,2.0,4,90.0,3,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
324,220063,1,65,2,2,100,1,2,1.0,1.0,1.0,4,15.0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
325,220276,0,80,1,1,100,1,2,1.0,1.0,1.0,4,20.0,3,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0
326,221754,0,85,1,3,100,1,2,1.0,0.0,1.0,4,40.0,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
328,222369,0,99,1,1,67,1,3,1.0,1.0,1.0,4,36.0,3,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0
334,229501,0,170,1,3,100,1,8,1.0,3.0,3.0,4,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1
335,230036,0,79,1,2,90,1,4,1.0,1.0,1.0,4,35.0,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
337,231442,0,150,1,2,100,1,2,1.0,1.0,0.0,4,30.0,3,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
343,234926,0,85,1,3,100,1,4,1.0,1.0,4.0,4,59.0,3,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0
346,240484,0,225,1,3,100,1,2,1.5,1.0,0.0,4,60.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
347,240930,0,95,1,2,100,1,5,1.0,1.0,3.0,4,50.0,3,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0
350,242486,0,98,2,3,96,1,5,1.0,2.0,3.0,4,15.0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1
352,243738,0,115,2,2,100,1,6,1.0,3.0,4.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0
353,243961,0,98,1,3,90,1,4,1.0,1.0,1.0,4,60.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
356,245905,0,110,1,0,0,1,2,1.0,1.0,1.0,4,35.0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
359,246667,0,59,1,3,100,1,2,1.0,1.0,1.0,2,30.0,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
360,247728,0,80,2,2,100,1,5,1.0,2.0,3.0,4,40.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
361,247764,0,80,1,1,89,1,2,1.0,1.0,1.0,4,40.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
364,252049,0,200,1,3,100,1,4,2.0,2.0,4.0,4,70.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
366,252525,1,55,1,3,100,1,1,2.0,1.0,0.0,4,15.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
367,253877,0,59,1,1,100,1,1,1.0,1.0,1.0,4,39.0,3,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
368,254042,1,105,4,2,94,2,2,1.0,1.0,1.0,4,20.0,3,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0
372,256758,0,150,1,3,100,1,4,1.0,1.0,1.0,4,100.0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
373,259807,0,149,1,2,100,1,8,1.0,3.0,4.0,4,50.0,3,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0
374,261875,0,120,1,1,50,1,3,1.0,1.0,1.0,4,80.0,3,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0
375,262455,0,175,1,1,100,1,6,1.0,2.0,0.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0
376,262557,0,79,1,3,100,6,2,1.0,1.0,1.0,3,15.0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
377,262778,0,50,1,3,100,1,2,1.0,1.0,1.0,1,10.0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1
378,263020,0,126,1,2,100,1,3,1.5,1.0,1.0,4,40.0,3,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0
379,263044,0,120,1,3,100,1,2,1.0,1.0,1.0,4,40.0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
384,266484,0,60,1,1,100,1,2,1.0,1.0,1.0,4,20.0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
385,266648,0,127,2,3,89,1,4,1.0,1.0,1.0,4,25.0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
386,266725,0,115,1,1,100,1,2,1.0,1.0,1.0,4,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
387,266812,0,45,1,3,100,1,2,1.0,1.0,1.0,4,20.0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
390,270067,0,600,1,3,100,1,9,4.5,3.0,5.0,4,150.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
391,270072,0,150,1,1,67,16,4,1.0,3.0,3.0,4,40.0,3,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
392,271825,0,120,1,3,100,1,2,1.0,1.0,1.0,4,50.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
394,272351,0,95,1,1,80,16,2,1.0,1.0,1.0,4,80.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
395,272927,0,125,3,3,80,1,3,1.0,1.0,2.0,4,50.0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0
396,273423,0,95,1,2,88,1,2,1.0,1.0,1.0,2,50.0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
398,273780,0,89,1,2,100,1,2,1.0,1.0,1.0,4,30.0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
401,274590,0,365,1,2,100,1,4,1.0,2.0,2.0,4,85.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
403,274877,0,130,1,1,100,16,2,1.0,1.0,1.0,4,49.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
404,275219,0,82,1,3,100,1,2,1.0,1.0,1.0,3,50.0,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
406,275645,0,90,1,2,100,1,2,1.0,1.0,1.0,4,0.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
408,277555,1,59,1,2,100,1,3,1.0,1.0,1.0,3,25.0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
411,278815,0,200,1,2,100,3,2,1.0,1.0,1.0,4,50.0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
412,280475,0,1000,1,2,100,1,4,3.0,2.0,2.0,4,75.0,3,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0
418,282872,0,180,1,3,100,1,2,1.0,1.0,1.0,4,70.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
419,283103,0,95,1,2,100,6,3,1.0,1.0,2.0,4,20.0,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
422,283685,0,190,79,1,65,1,4,1.0,1.0,3.0,4,80.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
423,284255,0,58,1,3,100,1,4,1.5,1.0,0.0,4,20.0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
424,284294,0,215,79,1,65,1,5,1.0,1.0,1.0,4,75.0,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
425,284315,0,90,3,3,100,1,4,1.0,2.0,1.0,4,50.0,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0
426,284476,0,155,79,1,65,1,4,1.0,1.0,1.0,4,70.0,3,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1
427,284505,0,125,79,1,65,1,2,1.0,1.0,1.0,4,50.0,3,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
429,285786,0,129,1,2,100,1,4,1.0,1.0,1.0,4,80.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0
433,287223,0,300,1,2,100,1,3,1.0,2.0,1.0,4,60.0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
434,287674,0,119,9,3,80,1,2,1.0,1.0,1.0,4,45.0,3,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0
437,288141,0,74,1,3,100,1,4,1.0,1.0,1.0,4,25.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
440,289647,1,145,1,3,100,1,2,1.0,1.0,1.0,3,35.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1
441,289892,0,106,1,3,100,1,4,1.0,1.0,2.0,4,28.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0
442,290633,0,45,1,0,44,1,2,1.0,1.0,1.0,4,15.0,3,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
443,290670,0,80,2,3,100,1,2,1.0,1.0,1.0,3,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
444,290988,0,69,1,3,100,1,6,1.0,2.0,3.0,4,0.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
446,293228,0,130,2,3,100,1,3,1.0,1.0,2.0,4,50.0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
449,298548,0,120,1,3,100,6,4,1.0,2.0,2.0,4,30.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0
450,301233,0,150,2,3,100,1,2,1.0,1.0,1.0,4,70.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
451,302194,0,86,5,2,96,1,4,1.0,2.0,2.0,4,30.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0
452,302727,0,90,1,2,100,1,2,1.0,1.0,1.0,4,50.0,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
453,303217,0,160,1,3,100,1,2,1.0,1.0,1.0,4,40.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
454,304920,1,75,1,2,100,2,1,1.0,1.0,1.0,4,20.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0
456,306624,0,120,1,3,100,1,4,1.0,1.0,2.0,4,30.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
457,307154,0,189,1,3,100,16,3,1.0,1.0,1.0,4,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
458,308572,0,105,1,3,100,1,3,1.0,0.0,0.0,3,50.0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0
461,310765,0,88,2,2,100,1,4,1.0,2.0,2.0,4,35.0,3,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1
462,310942,0,550,1,2,100,16,6,3.0,3.0,3.0,4,170.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0
465,311573,0,151,1,2,100,1,4,1.0,2.0,5.0,4,90.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
466,312283,0,149,1,2,100,1,5,1.0,2.0,4.0,4,40.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
467,312437,0,115,1,3,100,1,4,1.0,1.0,3.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
470,314294,0,100,1,1,100,10,3,1.0,1.0,2.0,4,0.0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1
471,314588,0,84,4,2,94,1,4,1.0,1.0,1.0,4,35.0,3,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
472,314903,0,160,1,2,100,16,3,1.0,1.0,1.0,4,40.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
473,315665,0,120,2,3,100,1,2,1.0,1.0,1.0,4,0.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1
476,317715,0,90,2,3,100,1,4,1.0,1.0,2.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0
480,321624,0,70,1,3,100,1,2,1.0,1.0,1.0,4,20.0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
481,321897,0,130,1,2,100,1,3,1.0,2.0,1.0,4,40.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
482,322539,1,55,1,3,100,16,2,1.0,1.0,1.0,4,12.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
484,323132,0,120,1,2,100,6,2,1.0,1.0,2.0,4,26.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
488,325113,0,269,1,3,100,16,4,1.5,2.0,3.0,4,100.0,3,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0
490,325263,0,80,1,1,88,1,3,1.0,1.0,2.0,1,45.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0
491,325333,0,190,1,1,50,16,4,1.0,2.0,2.0,4,40.0,3,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0
492,325880,0,195,1,3,100,1,5,1.5,1.0,3.0,4,55.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
493,326189,1,90,1,2,71,3,2,1.0,1.0,2.0,4,25.0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
494,328271,0,250,1,3,100,1,8,1.0,4.0,9.0,4,60.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
496,328697,0,135,3,2,100,1,5,1.0,1.0,0.0,4,55.0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0
498,330030,0,98,14,2,74,1,4,1.0,0.0,2.0,4,80.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
499,332253,0,150,1,2,100,1,5,1.0,2.0,2.0,4,40.0,3,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1
500,332670,0,60,2,3,100,1,2,1.0,0.0,1.0,4,40.0,3,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0
